movie_id,code_level_0,code_level_1,code_level_2
3214,7,18,19
3215,2,1,25
3216,2,18,12
3217,2,1,19
3218,2,21,23
3219,2,1,23
3220,2,21,23
3221,0,18,25
3222,31,22,19
3223,2,21,19
3224,2,1,13
3225,0,21,1
3226,31,7,12
3227,23,7,3
3228,2,18,13
3229,2,21,25
3230,2,21,23
3231,5,22,11
3232,8,21,19
3233,6,13,12
3234,5,26,2
3235,20,30,31
3236,2,21,23
3237,7,18,25
3238,22,0,29
3239,5,1,1
3240,8,21,23
3241,2,18,12
3242,14,18,23
3243,14,18,23
3244,15,18,25
3245,18,10,10
3246,4,13,2
3247,4,13,13
3248,18,10,1
3249,4,17,0
3250,10,10,20
3251,8,21,12
3252,8,21,12
3253,5,25,1
3254,5,18,19
3255,8,8,3
3256,26,21,23
3257,31,6,3
3258,31,24,3
3259,31,13,25
3260,2,21,25
3261,8,21,25
3262,8,21,23
3263,8,1,25
3264,8,3,12
3265,2,21,23
3266,2,21,19
3267,2,3,25
3268,2,21,23
3269,19,21,12
3270,20,13,31
3271,26,21,23
3272,2,21,25
3273,27,11,17
3274,27,3,22
3275,27,1,22
3276,11,10,29
3277,2,21,12
3278,4,10,23
3279,2,1,25
3280,8,21,23
3281,4,9,14
3282,19,13,12
3283,10,10,21
3284,2,1,23
3285,8,21,25
3286,22,3,25
3287,2,21,25
3288,8,21,23
3289,2,21,23
3290,8,21,19
3291,2,21,19
3292,26,21,23
3293,8,3,1
3294,8,21,12
3295,24,7,11
3296,8,21,12
3297,15,21,29
3298,2,18,1
3299,15,18,22
3300,2,21,23
3301,21,13,3
3302,20,7,3
3303,7,22,25
3304,8,3,25
3305,7,13,25
3306,7,21,12
3307,6,11,20
3308,27,3,3
3309,18,13,11
3310,7,18,12
3311,7,21,1
3312,7,1,25
3313,7,13,12
3314,31,22,10
3315,7,13,12
3316,2,21,25
3317,2,3,23
3318,8,21,23
3319,7,1,29
3320,22,21,22
3321,27,13,29
3322,27,21,12
3323,8,21,23
3324,8,21,23
3325,2,1,12
3326,15,21,29
3327,15,21,22
3328,27,13,19
3329,8,1,25
3330,19,18,29
3331,19,13,12
3332,8,21,1
3333,8,3,12
3334,27,23,11
3335,3,23,20
3336,8,1,24
3337,8,21,25
3338,2,18,19
3339,8,21,1
3340,8,21,19
3341,2,21,25
3342,2,1,23
3343,2,21,19
3344,8,18,19
3345,0,21,25
3346,7,18,3
3347,10,18,1
3348,31,6,3
3349,18,10,1
3350,19,21,23
3351,8,21,25
3352,26,21,23
3353,8,21,12
3354,0,21,19
3355,2,1,23
3356,10,25,1
3357,2,21,19
3358,7,3,25
3359,8,17,31
3360,2,21,1
3361,27,21,23
3362,27,13,12
3363,26,21,23
3364,8,9,25
3365,26,21,23
3366,26,21,23
3367,2,18,12
3368,2,21,25
3369,8,21,29
3370,19,18,3
3371,7,3,19
3372,0,3,29
3373,2,1,19
3374,8,21,19
3375,26,21,23
3376,19,21,25
3377,2,21,25
3378,2,21,12
3379,2,1,23
3380,7,18,3
3381,7,21,23
3382,7,21,23
3383,2,1,23
3384,8,21,23
3385,8,21,23
3386,25,3,19
3387,8,21,12
3388,8,21,25
3389,17,6,30
3390,17,6,30
3391,8,8,3
3392,8,21,25
3393,7,1,23
3394,25,3,20
3395,25,13,3
3396,7,1,26
3397,19,1,17
3398,7,3,25
3399,22,1,25
3400,27,23,7
3401,7,3,22
3402,7,3,19
3403,7,3,1
3404,7,21,19
3405,7,21,19
3406,8,21,25
3407,26,21,1
3408,13,7,23
3409,6,17,21
3410,27,13,29
3411,8,3,19
3412,2,21,25
3413,2,21,23
3414,2,21,19
3415,22,3,25
